video,track_id,seg_id,bucket,length_frames,duration_s,status,id_before,id_after,recall_during,gt_track_len,occlusion_level,motion_model,variant,variant_key
MVI_40172,50,0,long,51,2.04,no_before,,,0.7451,51,partial,UKF + CTRV,expanded gate,expand
MVI_40172,51,0,short,10,0.4,preserved,527.0,527.0,0.1,81,partial,UKF + CTRV,expanded gate,expand
MVI_40172,56,0,medium,28,1.12,lost,542.0,,1.0,61,partial,UKF + CTRV,expanded gate,expand
MVI_40172,57,0,medium,37,1.48,preserved,554.0,554.0,1.0,51,partial,UKF + CTRV,expanded gate,expand
MVI_40172,60,0,long,44,1.76,preserved,564.0,564.0,0.7955,66,partial,UKF + CTRV,expanded gate,expand
MVI_40172,61,0,medium,13,0.52,preserved,575.0,575.0,1.0,36,partial,UKF + CTRV,expanded gate,expand
MVI_40172,63,0,long,46,1.84,no_before,,,0.7391,46,partial,UKF + CTRV,expanded gate,expand
MVI_40172,65,0,medium,29,1.16,lost,592.0,,0.4138,46,partial,UKF + CTRV,expanded gate,expand
MVI_40172,67,0,medium,31,1.24,no_before,,,0.7419,41,partial,UKF + CTRV,expanded gate,expand
MVI_40172,79,0,long,114,4.56,no_before,,,0.0789,201,partial,UKF + CTRV,expanded gate,expand
MVI_40172,95,0,long,40,1.6,lost,780.0,,0.85,41,partial,UKF + CTRV,expanded gate,expand
MVI_40172,96,0,long,50,2.0,no_before,,,0.88,50,partial,UKF + CTRV,expanded gate,expand
MVI_40172,99,0,long,50,2.0,switched,2.0,57.0,0.12,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,99,1,long,74,2.96,switched,2.0,6.0,0.0811,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,99,2,long,40,1.6,preserved,289.0,289.0,0.125,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,100,0,long,2635,105.4,no_before,,,0.0,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,101,0,long,2635,105.4,no_before,,,0.0,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,102,0,long,2635,105.4,no_before,,,0.0,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,105,0,long,52,2.08,switched,3.0,66.0,0.0385,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,105,1,long,45,1.8,switched,66.0,227.0,0.0222,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,105,2,medium,21,0.84,no_before,,,0.0,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40172,105,3,long,39,1.56,switched,6.0,751.0,0.2308,2635,partial,UKF + CTRV,expanded gate,expand
MVI_40204,6,0,long,86,3.44,no_before,,,0.314,86,partial,UKF + CTRV,expanded gate,expand
MVI_40204,9,0,long,66,2.64,no_before,,,0.0,66,partial,UKF + CTRV,expanded gate,expand
MVI_40204,10,0,medium,32,1.28,lost,9.0,,0.375,76,partial,UKF + CTRV,expanded gate,expand
MVI_40204,11,0,medium,31,1.24,switched,11.0,59.0,0.3871,66,partial,UKF + CTRV,expanded gate,expand
MVI_40204,12,0,medium,16,0.64,no_before,,,0.375,16,partial,UKF + CTRV,expanded gate,expand
MVI_40204,15,0,long,136,5.44,no_before,,,0.6618,136,partial,UKF + CTRV,expanded gate,expand
MVI_40204,27,0,long,111,4.44,no_before,,,0.8108,111,partial,UKF + CTRV,expanded gate,expand
MVI_40204,30,0,long,71,2.84,lost,112.0,,0.2113,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,34,0,short,3,0.12,preserved,123.0,123.0,0.6667,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,34,1,medium,25,1.0,lost,123.0,,0.2,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,34,2,medium,25,1.0,lost,123.0,,0.0,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,35,0,long,131,5.24,no_before,,,0.3359,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,36,0,long,52,2.08,lost,130.0,,0.0192,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,39,0,medium,22,0.88,lost,187.0,,0.0,111,partial,UKF + CTRV,expanded gate,expand
MVI_40204,40,0,long,39,1.56,lost,149.0,,0.0,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,46,0,long,141,5.64,no_before,,,0.6525,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,49,0,long,46,1.84,preserved,200.0,200.0,0.8043,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,50,0,long,121,4.84,no_before,,,0.3636,121,partial,UKF + CTRV,expanded gate,expand
MVI_40204,51,0,long,131,5.24,no_before,,,0.4046,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,52,0,short,2,0.08,preserved,214.0,214.0,1.0,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,60,0,long,131,5.24,no_before,,,0.3206,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,63,0,long,39,1.56,preserved,303.0,303.0,0.6923,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,64,0,long,130,5.2,no_before,,,0.6231,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,65,0,long,141,5.64,no_before,,,0.2695,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,67,0,long,58,2.32,lost,361.0,,0.0172,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,68,0,medium,15,0.6,lost,361.0,,0.0,126,partial,UKF + CTRV,expanded gate,expand
MVI_40204,71,0,long,116,4.64,no_before,,,0.3362,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,72,0,medium,33,1.32,preserved,410.0,410.0,1.0,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,73,0,long,136,5.44,no_before,,,0.3235,136,partial,UKF + CTRV,expanded gate,expand
MVI_40204,74,0,long,116,4.64,no_before,,,0.5,116,partial,UKF + CTRV,expanded gate,expand
MVI_40204,78,0,medium,19,0.76,lost,445.0,,0.2632,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,81,0,long,141,5.64,no_before,,,0.305,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,82,0,short,8,0.32,preserved,476.0,476.0,1.0,136,partial,UKF + CTRV,expanded gate,expand
MVI_40204,82,1,long,40,1.6,lost,476.0,,0.775,136,partial,UKF + CTRV,expanded gate,expand
MVI_40204,85,0,long,141,5.64,no_before,,,0.5745,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,86,0,long,114,4.56,lost,509.0,,0.3772,136,partial,UKF + CTRV,expanded gate,expand
MVI_40204,88,0,long,146,5.84,no_before,,,0.1301,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,90,0,long,146,5.84,no_before,,,0.6918,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,92,0,long,41,1.64,no_before,,,0.9512,156,partial,UKF + CTRV,expanded gate,expand
MVI_40204,93,0,long,112,4.48,lost,543.0,,0.4911,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,96,0,long,82,3.28,switched,553.0,565.0,0.8415,161,partial,UKF + CTRV,expanded gate,expand
MVI_40204,98,0,long,156,6.24,no_before,,,0.5705,156,partial,UKF + CTRV,expanded gate,expand
MVI_40204,99,0,short,11,0.44,no_before,,,0.8182,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,106,0,long,51,2.04,no_before,,,0.6471,126,partial,UKF + CTRV,expanded gate,expand
MVI_40204,106,1,long,70,2.8,lost,624.0,,0.4,126,partial,UKF + CTRV,expanded gate,expand
MVI_40204,108,0,long,151,6.04,no_before,,,0.457,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,110,0,long,75,3.0,lost,625.0,,0.1733,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,112,0,long,40,1.6,no_before,,,0.0,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,115,0,long,71,2.84,preserved,660.0,660.0,0.8169,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,115,1,short,4,0.16,switched,660.0,583.0,0.0,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,116,0,long,146,5.84,no_before,,,0.0,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,117,0,medium,31,1.24,lost,669.0,,0.2581,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,117,1,short,9,0.36,lost,669.0,,0.0,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,119,0,long,66,2.64,lost,677.0,,0.1364,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,120,0,long,62,2.48,preserved,702.0,702.0,0.6613,156,partial,UKF + CTRV,expanded gate,expand
MVI_40204,121,0,medium,21,0.84,no_before,,,0.9048,156,partial,UKF + CTRV,expanded gate,expand
MVI_40204,122,0,long,141,5.64,no_before,,,0.1844,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,126,0,long,43,1.72,preserved,733.0,733.0,0.6047,166,partial,UKF + CTRV,expanded gate,expand
MVI_40204,126,1,short,4,0.16,lost,733.0,,0.0,166,partial,UKF + CTRV,expanded gate,expand
MVI_40204,127,0,short,5,0.2,no_before,,,0.4,161,partial,UKF + CTRV,expanded gate,expand
MVI_40204,128,0,medium,18,0.72,preserved,748.0,748.0,1.0,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,128,1,long,98,3.92,lost,748.0,,0.2959,131,partial,UKF + CTRV,expanded gate,expand
MVI_40204,129,0,long,156,6.24,no_before,,,0.2628,156,partial,UKF + CTRV,expanded gate,expand
MVI_40204,133,0,long,53,2.12,lost,766.0,,0.3019,106,partial,UKF + CTRV,expanded gate,expand
MVI_40204,135,0,long,75,3.0,lost,779.0,,0.2,141,partial,UKF + CTRV,expanded gate,expand
MVI_40204,137,0,long,63,2.52,lost,800.0,,0.3333,126,partial,UKF + CTRV,expanded gate,expand
MVI_40204,138,0,short,7,0.28,lost,936.0,,0.0,166,partial,UKF + CTRV,expanded gate,expand
MVI_40204,142,0,long,145,5.8,no_before,,,0.8345,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,145,0,long,146,5.84,no_before,,,0.5685,161,partial,UKF + CTRV,expanded gate,expand
MVI_40204,148,0,long,110,4.4,lost,881.0,,0.3364,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,149,0,long,72,2.88,lost,881.0,,0.1944,161,partial,UKF + CTRV,expanded gate,expand
MVI_40204,150,0,long,146,5.84,no_before,,,0.726,146,partial,UKF + CTRV,expanded gate,expand
MVI_40204,153,0,long,129,5.16,lost,906.0,,0.4496,171,partial,UKF + CTRV,expanded gate,expand
MVI_40204,154,0,medium,28,1.12,no_before,,,0.5714,166,partial,UKF + CTRV,expanded gate,expand
MVI_40204,158,0,medium,31,1.24,no_before,,,0.0,175,partial,UKF + CTRV,expanded gate,expand
MVI_40204,161,0,medium,22,0.88,no_before,,,0.8636,170,partial,UKF + CTRV,expanded gate,expand
MVI_40204,161,1,long,67,2.68,preserved,959.0,959.0,0.2388,170,partial,UKF + CTRV,expanded gate,expand
MVI_40204,162,0,long,151,6.04,no_before,,,0.0331,151,partial,UKF + CTRV,expanded gate,expand
MVI_40204,165,1,long,139,5.56,lost,984.0,,0.6547,145,partial,UKF + CTRV,expanded gate,expand
MVI_40204,168,0,long,120,4.8,no_before,,,0.7583,120,partial,UKF + CTRV,expanded gate,expand
MVI_40204,173,0,long,65,2.6,no_before,,,0.9692,65,partial,UKF + CTRV,expanded gate,expand
MVI_40204,177,0,medium,20,0.8,no_before,,,0.6,20,partial,UKF + CTRV,expanded gate,expand
MVI_40751,2,0,long,72,2.88,switched,1.0,2.0,0.1667,1140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,2,1,long,175,7.0,preserved,2.0,2.0,0.6229,1140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,2,2,short,9,0.36,preserved,2.0,2.0,1.0,1140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,2,3,short,6,0.24,preserved,2.0,2.0,1.0,1140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,2,4,long,410,16.4,preserved,2.0,2.0,0.9976,1140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,3,0,long,58,2.32,no_before,,,0.9655,81,partial,UKF + CTRV,expanded gate,expand
MVI_40751,4,1,long,46,1.84,switched,2.0,26.0,1.0,141,partial,UKF + CTRV,expanded gate,expand
MVI_40751,5,0,medium,19,0.76,no_before,,,0.0,146,partial,UKF + CTRV,expanded gate,expand
MVI_40751,7,0,medium,19,0.76,no_before,,,0.0,186,partial,UKF + CTRV,expanded gate,expand
MVI_40751,7,1,medium,14,0.56,preserved,61.0,61.0,1.0,186,partial,UKF + CTRV,expanded gate,expand
MVI_40751,7,3,long,97,3.88,preserved,61.0,61.0,1.0,186,partial,UKF + CTRV,expanded gate,expand
MVI_40751,8,1,short,4,0.16,preserved,103.0,103.0,1.0,920,partial,UKF + CTRV,expanded gate,expand
MVI_40751,8,2,short,5,0.2,preserved,103.0,103.0,1.0,920,partial,UKF + CTRV,expanded gate,expand
MVI_40751,8,3,short,10,0.4,preserved,103.0,103.0,1.0,920,partial,UKF + CTRV,expanded gate,expand
MVI_40751,8,4,medium,24,0.96,preserved,103.0,103.0,1.0,920,partial,UKF + CTRV,expanded gate,expand
MVI_40751,8,5,long,591,23.64,lost,103.0,,0.7716,920,partial,UKF + CTRV,expanded gate,expand
MVI_40751,9,0,medium,34,1.36,preserved,136.0,136.0,1.0,96,partial,UKF + CTRV,expanded gate,expand
MVI_40751,11,0,medium,32,1.28,no_before,,,0.4062,156,partial,UKF + CTRV,expanded gate,expand
MVI_40751,11,1,long,89,3.56,preserved,159.0,159.0,0.9775,156,partial,UKF + CTRV,expanded gate,expand
MVI_40751,15,0,long,223,8.92,lost,165.0,,1.0,775,partial,UKF + CTRV,expanded gate,expand
MVI_40751,21,0,short,5,0.2,no_before,,,0.0,625,partial,UKF + CTRV,expanded gate,expand
MVI_40751,21,1,long,612,24.48,lost,297.0,,0.0294,625,partial,UKF + CTRV,expanded gate,expand
MVI_40751,23,0,short,11,0.44,preserved,323.0,323.0,1.0,66,partial,UKF + CTRV,expanded gate,expand
MVI_40751,23,1,short,4,0.16,preserved,323.0,323.0,1.0,66,partial,UKF + CTRV,expanded gate,expand
MVI_40751,28,0,short,3,0.12,preserved,365.0,365.0,1.0,405,partial,UKF + CTRV,expanded gate,expand
MVI_40751,28,1,medium,15,0.6,preserved,365.0,365.0,1.0,405,partial,UKF + CTRV,expanded gate,expand
MVI_40751,29,0,medium,23,0.92,preserved,373.0,373.0,1.0,370,partial,UKF + CTRV,expanded gate,expand
MVI_40751,31,0,long,41,1.64,no_before,,,0.6829,43,partial,UKF + CTRV,expanded gate,expand
MVI_40751,32,0,long,172,6.88,switched,395.0,429.0,0.8663,266,partial,UKF + CTRV,expanded gate,expand
MVI_40751,33,0,medium,14,0.56,preserved,395.0,395.0,1.0,270,partial,UKF + CTRV,expanded gate,expand
MVI_40751,35,0,medium,23,0.92,lost,428.0,,1.0,156,partial,UKF + CTRV,expanded gate,expand
MVI_40751,36,0,long,77,3.08,lost,447.0,,1.0,195,partial,UKF + CTRV,expanded gate,expand
MVI_40751,38,0,medium,13,0.52,preserved,463.0,463.0,1.0,140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,38,1,long,49,1.96,lost,463.0,,1.0,140,partial,UKF + CTRV,expanded gate,expand
MVI_40751,41,0,long,45,1.8,no_before,,,0.3111,45,partial,UKF + CTRV,expanded gate,expand
MVI_63554,3,0,short,11,0.44,no_before,,,0.6364,11,partial,UKF + CTRV,expanded gate,expand
MVI_63554,4,0,medium,26,1.04,no_before,,,0.0,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,5,0,long,40,1.6,no_before,,,0.95,41,partial,UKF + CTRV,expanded gate,expand
MVI_63554,8,0,medium,13,0.52,no_before,,,0.3846,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,9,0,long,55,2.2,lost,14.0,,0.0727,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,11,0,long,52,2.08,lost,27.0,,0.0577,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,13,0,medium,16,0.64,no_before,,,0.25,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,15,0,long,65,2.6,lost,40.0,,0.9692,76,partial,UKF + CTRV,expanded gate,expand
MVI_63554,19,0,long,62,2.48,no_before,,,0.8871,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,20,0,long,57,2.28,lost,62.0,,0.0,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,22,0,long,61,2.44,no_before,,,0.3607,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,23,0,long,45,1.8,preserved,74.0,74.0,0.7333,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,24,0,short,11,0.44,no_before,,,0.1818,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,25,0,long,51,2.04,no_before,,,0.098,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,30,0,long,74,2.96,lost,119.0,,0.2162,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,31,0,long,76,3.04,no_before,,,0.5132,76,partial,UKF + CTRV,expanded gate,expand
MVI_63554,32,0,long,64,2.56,lost,123.0,,0.0781,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,33,0,long,45,1.8,lost,131.0,,0.9333,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,35,0,medium,16,0.64,no_before,,,0.8125,86,partial,UKF + CTRV,expanded gate,expand
MVI_63554,36,0,long,59,2.36,lost,149.0,,0.0678,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,41,0,medium,25,1.0,lost,170.0,,0.72,91,partial,UKF + CTRV,expanded gate,expand
MVI_63554,42,0,short,11,0.44,no_before,,,0.1818,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,43,0,long,62,2.48,lost,175.0,,0.0806,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,44,0,long,64,2.56,lost,178.0,,0.7812,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,47,0,long,59,2.36,lost,183.0,,0.1864,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,49,0,long,54,2.16,lost,193.0,,0.8889,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,50,0,long,63,2.52,lost,195.0,,0.254,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,51,0,short,11,0.44,no_before,,,0.0,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,55,0,long,62,2.48,lost,227.0,,0.7742,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,56,0,long,48,1.92,no_before,,,0.0,51,partial,UKF + CTRV,expanded gate,expand
MVI_63554,58,0,medium,21,0.84,preserved,240.0,240.0,0.9524,41,partial,UKF + CTRV,expanded gate,expand
MVI_63554,60,0,medium,13,0.52,no_before,,,0.2308,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,61,0,long,63,2.52,no_before,,,0.5079,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,62,0,short,5,0.2,preserved,254.0,254.0,1.0,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,62,1,medium,35,1.4,lost,254.0,,0.6571,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,63,0,long,60,2.4,lost,259.0,,0.6833,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,64,0,long,42,1.68,no_before,,,0.0476,46,partial,UKF + CTRV,expanded gate,expand
MVI_63554,68,0,long,57,2.28,lost,280.0,,0.0702,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,69,0,medium,16,0.64,no_before,,,0.5625,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,72,0,medium,20,0.8,lost,292.0,,0.35,101,partial,UKF + CTRV,expanded gate,expand
MVI_63554,73,0,long,50,2.0,switched,285.0,303.0,0.86,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,76,0,medium,13,0.52,no_before,,,0.3077,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,77,0,long,56,2.24,lost,306.0,,0.0714,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,79,0,long,61,2.44,no_before,,,0.4098,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,80,0,long,55,2.2,lost,313.0,,0.8364,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,81,0,short,10,0.4,no_before,,,0.1,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,82,0,long,53,2.12,no_before,,,0.0755,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,83,0,medium,15,0.6,no_before,,,0.1333,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,86,0,long,49,1.96,lost,328.0,,0.0204,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,87,0,medium,31,1.24,preserved,337.0,337.0,0.871,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,88,0,medium,13,0.52,no_before,,,0.2308,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,90,0,medium,20,0.8,lost,345.0,,0.85,86,partial,UKF + CTRV,expanded gate,expand
MVI_63554,92,0,long,50,2.0,lost,351.0,,0.1,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,93,0,long,39,1.56,preserved,355.0,355.0,0.8462,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,93,3,short,9,0.36,lost,355.0,,0.0,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,94,0,medium,26,1.04,preserved,357.0,357.0,1.0,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,95,0,long,51,2.04,preserved,363.0,363.0,0.7451,81,partial,UKF + CTRV,expanded gate,expand
MVI_63554,96,0,medium,15,0.6,no_before,,,0.0667,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,98,0,long,64,2.56,lost,351.0,,0.7969,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,99,0,medium,15,0.6,no_before,,,0.6667,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,101,0,long,48,1.92,no_before,,,0.0417,51,partial,UKF + CTRV,expanded gate,expand
MVI_63554,102,0,medium,14,0.56,no_before,,,0.0714,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,103,0,medium,17,0.68,lost,351.0,,0.5882,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,105,0,long,61,2.44,lost,366.0,,0.7541,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,108,0,long,44,1.76,no_before,,,0.0,51,partial,UKF + CTRV,expanded gate,expand
MVI_63554,109,0,medium,18,0.72,no_before,,,0.2778,31,partial,UKF + CTRV,expanded gate,expand
MVI_63554,112,0,medium,31,1.24,no_before,,,0.6129,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,115,0,long,53,2.12,lost,451.0,,0.0943,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,116,0,medium,15,0.6,no_before,,,0.2,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,117,0,long,53,2.12,lost,458.0,,0.566,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,120,0,medium,15,0.6,no_before,,,0.2,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,123,0,long,60,2.4,no_before,,,0.5333,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,124,0,long,54,2.16,no_before,,,0.0741,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,126,0,medium,37,1.48,lost,489.0,,0.9189,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,129,0,medium,13,0.52,no_before,,,0.3846,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,132,0,short,12,0.48,no_before,,,0.5,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,134,0,long,55,2.2,lost,525.0,,0.6909,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,137,0,short,12,0.48,no_before,,,0.1667,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,139,0,long,48,1.92,lost,545.0,,0.875,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,142,0,medium,15,0.6,no_before,,,0.4,26,partial,UKF + CTRV,expanded gate,expand
MVI_63554,143,0,long,57,2.28,lost,553.0,,0.8772,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,147,0,long,39,1.56,lost,565.0,,0.0769,46,partial,UKF + CTRV,expanded gate,expand
MVI_63554,148,0,short,8,0.32,preserved,563.0,563.0,1.0,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,151,0,short,12,0.48,no_before,,,0.5,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,152,0,short,10,0.4,preserved,581.0,581.0,1.0,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,152,1,short,2,0.08,preserved,581.0,581.0,1.0,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,152,2,short,5,0.2,lost,581.0,,0.2,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,153,0,medium,14,0.56,no_before,,,0.3571,20,partial,UKF + CTRV,expanded gate,expand
MVI_63554,155,0,long,49,1.96,lost,589.0,,0.0816,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,158,0,long,54,2.16,lost,602.0,,0.8889,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,160,0,short,12,0.48,no_before,,,0.3333,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,162,0,long,54,2.16,lost,608.0,,0.7593,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,163,0,long,54,2.16,no_before,,,0.9444,71,partial,UKF + CTRV,expanded gate,expand
MVI_63554,164,0,long,66,2.64,no_before,,,0.9848,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,165,0,long,52,2.08,lost,622.0,,0.0577,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,168,0,long,53,2.12,lost,642.0,,0.8491,61,partial,UKF + CTRV,expanded gate,expand
MVI_63554,169,0,medium,14,0.56,no_before,,,0.7857,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,171,0,long,50,2.0,lost,656.0,,0.1,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,174,0,short,11,0.44,no_before,,,0.3636,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,175,0,long,59,2.36,lost,666.0,,0.7797,66,partial,UKF + CTRV,expanded gate,expand
MVI_63554,177,0,long,51,2.04,lost,672.0,,0.098,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,180,0,short,9,0.36,no_before,,,0.8889,16,partial,UKF + CTRV,expanded gate,expand
MVI_63554,182,0,long,51,2.04,lost,691.0,,0.098,56,partial,UKF + CTRV,expanded gate,expand
MVI_63554,183,0,short,8,0.32,no_before,,,0.125,21,partial,UKF + CTRV,expanded gate,expand
MVI_63554,185,0,long,39,1.56,no_before,,,0.7949,40,partial,UKF + CTRV,expanded gate,expand
MVI_63554,186,0,medium,18,0.72,lost,698.0,,0.1667,25,partial,UKF + CTRV,expanded gate,expand
MVI_63554,188,0,short,11,0.44,no_before,,,0.3636,15,partial,UKF + CTRV,expanded gate,expand
MVI_63554,189,0,medium,14,0.56,no_before,,,0.8571,31,partial,UKF + CTRV,expanded gate,expand
MVI_63554,190,0,medium,17,0.68,no_before,,,0.4118,31,partial,UKF + CTRV,expanded gate,expand
MVI_40131,1,0,long,61,2.44,switched,4.0,113.0,0.0,486,full,UKF + CTRV,expanded gate,expand
MVI_40131,19,0,long,54,2.16,switched,77.0,384.0,0.0,1086,full,UKF + CTRV,expanded gate,expand
MVI_40131,35,0,long,50,2.0,switched,238.0,401.0,0.0,456,full,UKF + CTRV,expanded gate,expand
MVI_40171,9,0,short,1,0.04,preserved,36.0,36.0,1.0,61,full,UKF + CTRV,expanded gate,expand
MVI_40171,9,1,short,10,0.4,preserved,36.0,36.0,1.0,61,full,UKF + CTRV,expanded gate,expand
